row.id,pub.date,study.name,organism.grp,functional.grp,scale.grp,crop.grp,region,samp.unit,Cont_Mean,Treat_Mean,Cont_n,Treat_n,Cont_SD,Treat_SD,pooled.sd,hedges.g,samp.var,logRR,logRR.var,num.habitats,mean.field.size,sd.field.size,median.field.size,field.cov,forest.cov,pasture.cov,wetland.cov,water.cov,urban.cov,rural.cov,line.cov
123,2010,Smithetal.2010,Birds,Other,Farm,Cereal,NEurope,num.sp,11.3417998,15.54694206,12,12,3.934562081,3.935289252,3.934925683,1.031820593,0.190863342,0.315368969,0.015368041,7.604562738,218.2857143,185.8222653,209,0.91735041,0,0,0,0,0,0.058635181,0.024014409
124,2010,Smithetal.2010,Birds,Other,Farm,Cereal,NEurope,num.sp,22.59758295,22.00780306,12,12,3.712938823,3.73583849,3.724406256,-0.152894882,0.167197959,-0.026445876,0.004651003,11.3931641,120.4545455,72.76100949,113.5,0.529682191,0.240855487,0.184489306,0,0,0,0.010793524,0.034179492
125,2010,Verbruggenetal.2010,Microbes,Decomp,Farm,Cereal,WCEurope,mean.arbuscular.mycorrhizal.fungal.richness,3.916408669,6.640866873,13,13,3.125555285,3.125555285,3.125555285,0.844145261,0.168691596,0.52806743,0.066032792,10.20575288,170.2301587,130.1669527,129.5,0.816966606,0.051753913,0.01294222,0,0.004867401,0.012012294,0.040827839,0.060629727
126,2011,VanderGastetal.,Microbes,Decomp,Farm,Mixed,WCEurope,mean.arbuscular.mycorrhizal.fungal.richness,18,23.15555556,9,9,6.992853495,10.54693215,8.948122087,0.548724399,0.231631549,0.251862975,0.039821058,11.85775549,157.6385484,126.2061229,135.625,0.766432527,0.05282254,0.053508283,0,0.00190076,0.027458203,0.03956226,0.058315427
127,2011,Winqvistet.al2011,Plants,Producer,Farm,Cereal,WCEurope,num.sp,6.3,14.5,100,51,19.8,14.07,18.08076678,0.45123393,0.030291105,0.833599016,0.117237649,8.977863717,193.3410999,160.711692,154.1,0.756474098,0.127844062,0.035803225,0,0.007239872,0.01491867,0.016902425,0.040817647
128,2011,Winqvistet.al2011,Arth,Pred,Farm,Cereal,WCEurope,num.sp,6.7,7.4,100,51,11.7,8.21,10.65704386,0.065353075,0.029622175,0.099372474,0.054629842,8.977863717,193.3410999,160.711692,154.1,0.756474098,0.127844062,0.035803225,0,0.007239872,0.01491867,0.016902425,0.040817647
129,2011,Winqvistet.al2011,Birds,Other,Farm,Cereal,WCEurope,num.breeding.birds,6,9,100,51,14.3,10.5,13.14784541,0.227023809,0.029780796,0.405465108,0.083491231,8.977863717,193.3410999,160.711692,154.1,0.756474098,0.127844062,0.035803225,0,0.007239872,0.01491867,0.016902425,0.040817647
130,2011,Jonassonetal.2011,Plants,Producer,Farm,Cereal,NEurope,num.sp,36.1,42.3,20,40,4.26,2.71,3.298966139,1.854969182,0.104663023,0.158494221,0.000798877,9.801960392,177.875,138.0136063,152.75,0.75605121,0.096619324,0.088017604,0,0.016403281,0,0,0.042908582
131,2011,Jonassonetal.2011,Arth,Poll,Farm,Cereal,NEurope,num.sp,8.4,10.3,20,40,1.16,1.55,1.433971456,1.307783824,0.089743953,0.203912189,0.001519661,9.801960392,177.875,138.0136063,152.75,0.75605121,0.096619324,0.088017604,0,0.016403281,0,0,0.042908582
132,2010,HOLZSCHUHetal2010,Plants,Producer,Farm,Cereal,WCEurope,num.sp,1.7,8.1,23,23,1.918332609,2.877498914,2.445403852,2.572289117,0.162145968,1.561235811,0.06085029,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
133,2010,HOLZSCHUHetal2010,Arth,Pred,Farm,Cereal,WCEurope,num.sp,0.688966854,1.35661817,23,23,1.20242306,1.20242306,1.20242306,0.545736261,0.090340932,0.67755708,0.166587488,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
134,2010,HOLZSCHUHetal2010,Arth,Poll,Farm,Cereal,WCEurope,num.sp,1.028133176,1.263682218,23,23,0.604712611,0.662493194,0.634261214,0.365009011,0.088470517,0.206285147,0.02699058,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
135,2010,Brittainetal.2010,Arth,Poll,Farm,Orchard,SEurope,num.sp,5.3,5.9,6,6,1.71,1.47,1.594521872,0.34734309,0.339365694,0.10724553,0.027695755,10.78705553,163.2916667,107.2536527,132,0.782860567,0,0.013184179,0,0,0.011985617,0.118457851,0.073511786
136,2010,AavikAndLiira2010,Plants,Producer,Field,Cereal,WCEurope,num.sp.per.4msq,6.304,7.864,29,13,1.335520872,1.759509022,1.475565247,1.037274387,0.124855062,0.22111103,0.005398458,8.2,203.9375,175.2162355,151.5,0.6526,0.183,0.0984,0,0.023,0,0.027,0.016
137,2010,AavikAndLiira2010,Plants,Producer,Field,Cereal,WCEurope,num.sp.per.4msq,7.632,7.752,29,13,1.550927465,1.672975792,1.588526865,0.074116373,0.111474501,0.01560094,0.005006678,8.2,203.9375,175.2162355,151.5,0.6526,0.183,0.0984,0,0.023,0,0.027,0.016
138,1995,Armstrong1995,Arth,Pred,Farm,Veg,WCEurope,num.sp,17,12,4.24,5.26,2,2,2,-2.24137931,0.760881873,-0.348306694,0.008545293,8.808808809,165.6315789,133.5653026,128,0.63003003,0.315915916,0.02042042,0,0,0,0,0.033633634
139,1997,Reddersen1997,Arth,Other,Farm,Cereal,NEurope,num.sp,20,25,17,17,1.41,1.41,1.41,3.462333166,0.304955667,0.223143551,0.000479483,10.15679023,161.2982456,120.5617555,138.3333333,0.686220181,0.094379399,0.091300827,0,0.013836227,0.019058885,0.051829732,0.043374748
140,2001,Menalledetal.2001,Plants,Producer,Plot,Mixed,NAmerica,num.sp.per.msq,2.36,6.24,6,6,0.293938769,0.514392846,0.418927201,8.549309881,3.987868305,0.972318563,0.003718045,7.198560288,214.0666667,191.3737804,205,0.642071586,0.134573085,0.019196161,0,0.073385323,0,0.080383923,0.050389922
141,1997,LokemoenAndBeiser,Birds,Other,Field,Mixed,NAmerica,num.sp.per.field,0.9,1.6,2,2,0.254558441,0.254558441,0.254558441,1.571348403,1.617283951,0.575364145,0.05265625,7.401480296,213.9047619,185.2835408,140,0.898579716,0.00380076,0,0.074214843,0,0,0,0.023404681
142,2010,Wortmanetal.2010,Plants,Producer,Plot,Mixed,NAmerica,num.sp,3.696252466,5.246304123,4,4,0.703259134,0.424908425,0.580999389,2.319918115,0.948501672,0.350204393,0.010689902,4.400880176,387.8333333,311.4522679,249,0.930986197,0,0.037807562,0.0110022,0.005001,0,0,0.015203041
143,2008,Pollnacetal,Plants,Producer,Field,Cereal,NAmerica,num.sp,0.516666667,1.983333333,6,6,0.263944439,0.711102431,0.53634566,2.524204549,0.651913764,1.345136288,0.064921399,4.197481511,405.7272727,278.1999608,369,0.892064761,0,0.040175895,0.051369179,0.002398561,0,0,0.013991605
144,2011,Boutinetal,Arth,Other,Farm,Mixed,NAmerica,num.sp,58.415,66.463,8,8,6.209,10.003,8.325013213,0.913994727,0.279835227,0.129072696,0.004243689,8.777179334,183.3333333,60.08523358,183,0.65828845,0.18053062,0.099940156,0,0,0,0.012966288,0.048274486
145,2011,Boutinetal,Arth,Other,Farm,Mixed,NAmerica,num.sp,38.659,41.22,8,8,6.899,6.899,6.899,0.350965226,0.254399164,0.064143969,0.007482497,8.777179334,183.3333333,60.08523358,183,0.65828845,0.18053062,0.099940156,0,0,0,0.012966288,0.048274486
146,2003,DORING03Duren,Plants,Producer,Field,Cereal,WCEurope,num.sp,8.937728938,16.94591508,7,13,4.433561008,3.696980831,3.957768637,1.9379132,0.324099875,0.639745283,0.038813417,6.804082449,227.1176471,195.3474092,133,0.772663598,0.004602762,0,0,0,0.132679608,0.05523314,0.034820893
147,2003,DORING03Duren,Arth,Pred,Field,Cereal,WCEurope,num.sp,13.57963875,18.27586207,7,13,4.682845975,2.660698169,3.468317359,1.296822315,0.266495445,0.297009656,0.018618511,6.804082449,227.1176471,195.3474092,133,0.772663598,0.004602762,0,0,0,0.132679608,0.05523314,0.034820893
148,2011,Fischeretal.a,Mammals,Other,Field,Cereal,WCEurope,num.sp,4.09,4,11,11,0.93,1.26,1.10736173,-0.078187891,0.181971015,-0.022250609,0.013720766,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
149,2011,Fischeretal.b,Birds,Other,Field,Cereal,WCEurope,num.sp,22.03,26.75,14,15,13.51,16.78,15.29308595,0.299982853,0.139761714,0.194129313,0.053095774,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
150,2011,Fischeretal.b,Birds,Other,Field,Cereal,WCEurope,num.sp,8.75,10.02,15,16,3.18,4.6,3.978275488,0.310905961,0.130833262,0.135529395,0.021977613,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
151,2011,Fischeretal.b,Birds,Other,Field,Cereal,WCEurope,num.sp,7.87,14.62,24,6,8.67,19.45,11.37101139,0.577571101,0.214290269,0.619332392,0.345548637,8.801760352,173.7272727,142.7235696,164.5,0.764552911,0.098019604,0,0,0,0.055611122,0.032006401,0.049809962
152,2011,Fischeretal.b,Birds,Other,Field,Cereal,WCEurope,num.sp,4.3,6.13,24,6,3.09,3.77,3.221971446,0.552624556,0.213786796,0.354579727,0.084555532,8.801760352,173.7272727,142.7235696,164.5,0.764552911,0.098019604,0,0,0,0.055611122,0.032006401,0.049809962
153,2002,Kremenetal.,Arth,Poll,Farm,Veg,NAmerica,num.sp,1.87,2.37,5,4,1.74,0.91,1.443938068,0.307800213,0.456767212,0.236951524,0.210016603,4.809619238,344.8461538,212.2262339,303,0.898396794,0,0,0.064529058,0,0,0,0.037074148
154,2011,Flohreetal.,Earthworms,Decomp,Field,Cereal,WCEurope,num.sp,4.195721925,3.249019608,12,12,1.163496374,1.131969401,1.147841134,-0.796327456,0.181078881,-0.255712125,0.0165236,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
155,2011,Flohreetal.,Plants,Producer,Field,Cereal,WCEurope,num.sp,0.384572363,9.03,12,12,0.535671505,1.76,1.300873545,6.416695515,1.10243897,3.156175675,0.164846958,9.08723748,185.0526316,167.7645419,129,0.710016155,0.209006462,0,0,0,0.018982229,0.011308562,0.050686591
156,2011,Krauss,Arth,Poll,Field,Cereal,WCEurope,num.sp,0.65,10.3,15,15,0.96,4.82,3.475197836,2.701771131,0.263682748,2.762926811,0.160019295,12.4024805,128.8965517,111.1708289,90,0.74774955,0.106021204,0.011602321,0,0,0.063612723,0.041008202,0.030006001
157,2011,Krauss,Arth,Poll,Field,Cereal,WCEurope,num.sp,0.053,6.14,15,15,5.06,3.21,4.237198367,1.397736422,0.168220246,4.752288108,607.6745641,12.4024805,128.8965517,111.1708289,90,0.74774955,0.106021204,0.011602321,0,0,0.063612723,0.041008202,0.030006001
158,2011,Krauss,Plants,Producer,Field,Cereal,WCEurope,num.sp,7.46,28.79,15,15,3.9,5.62,4.837065226,4.290517606,0.462057286,1.35047269,0.020760877,12.4024805,128.8965517,111.1708289,90,0.74774955,0.106021204,0.011602321,0,0,0.063612723,0.041008202,0.030006001
159,2011,Krauss,Plants,Producer,Field,Cereal,WCEurope,num.sp,3.31,18.64,15,15,3.21,4,3.62657552,4.112881586,0.4354011,1.72836162,0.065769308,12.4024805,128.8965517,111.1708289,90,0.74774955,0.106021204,0.011602321,0,0,0.063612723,0.041008202,0.030006001
160,2011,Ponceetal.,Arth,Other,Field,Cereal,SEurope,num.sp,42.3,45,28,28,4.29,4.9,4.605111291,0.578124048,0.07452327,0.061875404,0.000790803,8,189.5,146.294404,140.5,0.758,0.024,0,0,0,0.1198,0.071,0.0272
161,2011,Ponceetal.,Plants,Producer,Field,Cereal,SEurope,num.sp,3.4,9.4,28,28,1.8,4,3.101612484,1.907484929,0.105118375,1.016934258,0.016476937,8,189.5,146.294404,140.5,0.758,0.024,0,0,0,0.1198,0.071,0.0272
162,2011,PowerAndStout,Arth,Poll,Farm,Grass,WCEurope,num.sp.visiting.flowers,7.4,7.8,10,10,2.06,1.8,1.934373284,0.198047913,0.201089527,0.052643733,0.013074896,16.84717208,99.57894737,67.31315745,101,0.75892499,0.022663458,0.087043722,0,0,0,0.017047734,0.114320096
163,2011,PowerAndStout,Plants,Producer,Farm,Grass,WCEurope,num.sp,4.5,6.3,10,10,1.17,2.12,1.712206179,1.006855181,0.228159927,0.336472237,0.018083759,16.84717208,99.57894737,67.31315745,101,0.75892499,0.022663458,0.087043722,0,0,0,0.017047734,0.114320096
164,2011,Thomasetal.,Arth,Other,Farm,Unspec,NAmerica,num.sp,19.79,20.37,8.75,9.25,4.14,4.5,4.329364849,0.127589374,0.222902543,0.028886471,0.010277466,8.777179334,183.3333333,60.08523358,183,0.65828845,0.18053062,0.099940156,0,0,0,0.012966288,0.048274486
165,2011,Thomasetal.,Birds,Other,Farm,Unspec,NAmerica,num.sp,15.42,20.43,12,14,3.5,4.49,4.066280549,1.193176274,0.184421689,0.281339041,0.007743319,8.777179334,183.3333333,60.08523358,183,0.65828845,0.18053062,0.099940156,0,0,0,0.012966288,0.048274486
166,2011,JoseMariaetal.,Plants,Producer,Field,Cereal,SEurope,num.sp,9.46,12.18,15,15,2.11,2.11,2.11,1.254258998,0.161425577,0.252722879,0.005317274,20.4,84.47058824,75.44464274,66,0.8616,0.056,0,0,0,0,0.0268,0.0556
167,2011,JoseMariaetal.,Plants,Producer,Field,Cereal,SEurope,num.sp,6.18,9.82,15,15,1.41,1.41,1.41,2.511788384,0.245995492,0.463102851,0.004844758,20.4,84.47058824,75.44464274,66,0.8616,0.056,0,0,0,0,0.0268,0.0556
168,2011,Salonenetal.,Plants,Producer,Field,Cereal,NEurope,num.sp,12,21,523,72,4.7,4.5,4.676504727,1.922079186,0.018915933,0.559615788,0.000931068,7.197121152,196.1764706,217.0789705,157,0.666733307,0.2485006,0,0,0,0,0.051179528,0.033586565
169,2010,Hawes,Plants,Producer,Field,Mixed,WCEurope,num.sp,8.5,14.2,28,12,3.02,3.36,3.122230984,1.789347103,0.16117608,0.513175801,0.009174095,10.99560176,157.6086957,96.26749623,133,0.724710116,0.142542983,0.073170732,0.008596561,0.003998401,0,0.020391843,0.026589364
170,2010,Hawes,Plants,Producer,Field,Mixed,WCEurope,num.sp,16.4,21.7,28,12,3.28,2.67,3.115727084,1.667251928,0.155623,0.280030926,0.002690172,10.99560176,157.6086957,96.26749623,133,0.724710116,0.142542983,0.073170732,0.008596561,0.003998401,0,0.020391843,0.026589364
171,2008,Holzschuhetal.,Plants,Producer,Field,Cereal,WCEurope,num.sp.flowering.plants,5.4,12.6,21,21,3.67,3.67,3.67,1.924836769,0.141550553,0.84729786,0.026034979,11.96141269,131.9840463,105.5029673,98.66666667,0.678165966,0.134993263,0.01179852,0,0.0019996,0.06072449,0.056827842,0.055490318
172,2008,Holzschuhetal.,Plants,Producer,Field,Unspec,WCEurope,num.sp.flowering.plants,12.4,16.9,21,21,7.79,6.42,7.137944382,0.61853863,0.100020471,0.309617149,0.025665607,11.96141269,131.9840463,105.5029673,98.66666667,0.678165966,0.134993263,0.01179852,0,0.0019996,0.06072449,0.056827842,0.055490318
173,2008,Holzschuhetal.,Arth,Poll,Field,Unspec,WCEurope,num.sp,3.95,6.33,21,21,,,,,,,,11.96141269,131.9840463,105.5029673,98.66666667,0.678165966,0.134993263,0.01179852,0,0.0019996,0.06072449,0.056827842,0.055490318
174,2010,Crowder,Arth,Pred,Field,Veg,NAmerica,num.families,5.04,4.76,12,8,1.178,0.849,1.062233784,-0.252457621,0.210103746,-0.057158414,0.008529078,6.00240096,271.8125,219.2436145,211.5,0.870148059,0,0,0.053021209,0.006402561,0,0.008603441,0.06182473
175,2010,EkroosAEE,Plants,Producer,Field,Cereal,NEurope,num.sp,13.5,18.9,17,5,3.1,5.9,3.827531842,1.357254994,0.304877057,0.336472237,0.022591687,9.825546421,132.5416667,87.51595093,116,0.637858432,0.293964307,0.021455785,0,0,0,0.010026068,0.036695408
176,2010,EkroosAEE,Plants,Producer,Field,Mixed,NEurope,num.sp,12.2,22.8,16,10,2.8,1.9,2.500749888,4.104873986,0.513541467,0.625324584,0.00398657,9.825546421,132.5416667,87.51595093,116,0.637858432,0.293964307,0.021455785,0,0,0,0.010026068,0.036695408
177,2010,Ekroos,Arth,Pred,Field,Cereal,NEurope,num.sp,16.6,15.7,17,5,3.4,2.2,3.1962478,-0.270887252,0.260658027,-0.055741983,0.006394839,9.825546421,132.5416667,87.51595093,116,0.637858432,0.293964307,0.021455785,0,0,0,0.010026068,0.036695408
178,2010,Ekroos,Arth,Pred,Field,Mixed,NEurope,num.sp,17.9,20.4,16,10,3.4,3.97,3.624270616,0.668010998,0.171796639,0.130734188,0.006042145,9.825546421,132.5416667,87.51595093,116,0.637858432,0.293964307,0.021455785,0,0,0,0.010026068,0.036695408
179,2010,Danhardtetal.,Birds,Other,Farm,Mixed,NEurope,num.sp,1.91,2.22,6,6,0.3,0.28,0.290172363,0.986151278,0.38195805,0.150403954,0.006763029,7.604562738,218.2857143,185.8222653,209,0.91735041,0,0,0,0,0,0.058635181,0.024014409
180,2010,Danhardtetal.,Birds,Other,Farm,Mixed,NEurope,num.sp,2.12,2.06,6,6,0.29,0.29,0.29,-0.190981432,0.335157029,-0.028710106,0.006421709,11.3931641,120.4545455,72.76100949,113.5,0.529682191,0.240855487,0.184489306,0,0,0,0.010793524,0.034179492
181,2010,Rundlofetal.,Plants,Producer,Field,Mixed,NEurope,num.sp,21.9028,30.944,7,7,3.61,2.4,3.065297702,2.761265936,0.603405518,0.345564637,0.004740116,9.401880376,148,111.8200665,118,0.680936187,0.133026605,0.095419084,0,0.027805561,0,0,0.062812563
182,2010,Rundlofetal.,Plants,Producer,Field,Mixed,NEurope,num.sp,17.2416,25.8267,7,7,3.01,4.21,3.659521827,2.196219964,0.486688541,0.404083772,0.008149932,9.401880376,148,111.8200665,118,0.680936187,0.133026605,0.095419084,0,0.027805561,0,0,0.062812563
183,2010,Rundlofetal.,Plants,Producer,Field,Mixed,NEurope,num.sp,11.2,19.9,7,7,2.91,2.65,2.783037908,2.926543266,0.642574931,0.574805953,0.012177188,9.401880376,148,111.8200665,118,0.680936187,0.133026605,0.095419084,0,0.027805561,0,0,0.062812563
184,2009,Galvanetal,Microbes,Decomp,Field,Veg,WCEurope,num.phylotypes,2.1,2.65,5,5,1.68,3.13,2.51190167,0.197768169,0.402444516,0.232622295,0.407014596,8.598280344,196.2380952,153.646967,138,0.824035193,0.088982204,0,0,0.00819836,0,0.014197161,0.064587083
185,2009,Galvanetal,Microbes,Decomp,Field,Veg,WCEurope,num.phylotypes,2.4,2.6,5,5,2.01,1.12,1.627037185,0.111027064,0.400770438,0.080042708,0.177393676,12.40744447,145.0357143,117.2734955,108,0.812687613,0,0.033219932,0,0.006403842,0.010606364,0.072643586,0.064438663
186,2006,SmithAndGross,Plants,Producer,Plot,Cereal,NAmerica,num.sp,6.025,7.475,4,4,1.95,1.5,1.739612026,0.724799292,0.543777835,0.21564664,0.036254567,7.198560288,214.0666667,191.3737804,205,0.642071586,0.134573085,0.019196161,0,0.073385323,0,0.080383923,0.050389922